rank,count,probability,ci_low,ci_high,advanced_third_groups,group_orders
80,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/F/G/H/I/J,A:Mexico > South Africa > South Korea > Czech Republic | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Brazil > Morocco > Scotland > Haiti | D:United States > Australia > Turkey > Paraguay | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Tunisia > Sweden > Japan > Netherlands | G:Egypt > Belgium > New Zealand > Iran | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Senegal > Norway > France > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Panama > England > Ghana > Croatia
81,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/F/G/K/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Haiti > Morocco > Scotland | D:Paraguay > Turkey > United States > Australia | E:Ivory Coast > Curaçao > Germany > Ecuador | F:Tunisia > Japan > Netherlands > Sweden | G:Egypt > Belgium > Iran > New Zealand | H:Saudi Arabia > Cape Verde > Uruguay > Spain | I:Iraq > Norway > Senegal > France | J:Algeria > Argentina > Jordan > Austria | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Panama > Ghana
82,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/H/I/K/L,A:Mexico > South Korea > Czech Republic > South Africa | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Brazil > Morocco > Haiti > Scotland | D:Turkey > Paraguay > Australia > United States | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Japan > Tunisia > Netherlands > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Senegal > France > Norway > Iraq | J:Austria > Argentina > Algeria > Jordan | K:Colombia > Dem. Rep. of Congo > Uzbekistan > Portugal | L:England > Ghana > Panama > Croatia
83,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/E/G/H/I/K/L,A:Czech Republic > Mexico > South Africa > South Korea | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Haiti > Brazil > Morocco > Scotland | D:Paraguay > United States > Turkey > Australia | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Tunisia > Netherlands > Sweden > Japan | G:Iran > Egypt > Belgium > New Zealand | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:Senegal > France > Iraq > Norway | J:Algeria > Jordan > Austria > Argentina | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:England > Ghana > Croatia > Panama
84,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/F/G/I/J/K/L,A:South Korea > South Africa > Mexico > Czech Republic | B:Switzerland > Qatar > Bosnia and Herzegovina > Canada | C:Brazil > Scotland > Morocco > Haiti | D:United States > Turkey > Australia > Paraguay | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Japan > Tunisia > Sweden > Netherlands | G:Egypt > Iran > Belgium > New Zealand | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Senegal > France > Norway > Iraq | J:Jordan > Argentina > Algeria > Austria | K:Uzbekistan > Colombia > Dem. Rep. of Congo > Portugal | L:Croatia > England > Ghana > Panama
85,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/F/H/I,A:Mexico > South Africa > Czech Republic > South Korea | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Scotland > Morocco > Brazil > Haiti | D:Turkey > Australia > Paraguay > United States | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Netherlands > Tunisia > Japan > Sweden | G:Egypt > Belgium > Iran > New Zealand | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Norway > Senegal > Iraq > France | J:Argentina > Jordan > Austria > Algeria | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Ghana > Panama
86,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/G/H/J/K,A:South Africa > Mexico > South Korea > Czech Republic | B:Switzerland > Qatar > Bosnia and Herzegovina > Canada | C:Haiti > Morocco > Brazil > Scotland | D:United States > Paraguay > Australia > Turkey | E:Germany > Ecuador > Curaçao > Ivory Coast | F:Netherlands > Japan > Tunisia > Sweden | G:Iran > Belgium > New Zealand > Egypt | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Iraq > Senegal > Norway | J:Argentina > Austria > Algeria > Jordan | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Panama > England > Ghana > Croatia
87,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/D/F/G/H/I/J/K,A:Mexico > Czech Republic > South Africa > South Korea | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Paraguay > Turkey > Australia > United States | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Netherlands > Sweden > Tunisia > Japan | G:Iran > Belgium > Egypt > New Zealand | H:Uruguay > Saudi Arabia > Cape Verde > Spain | I:France > Senegal > Iraq > Norway | J:Algeria > Argentina > Austria > Jordan | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:Croatia > England > Ghana > Panama
88,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/F/H/J/K/L,A:Mexico > South Africa > South Korea > Czech Republic | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Morocco > Brazil > Scotland > Haiti | D:Paraguay > United States > Turkey > Australia | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Tunisia > Sweden > Netherlands | G:Iran > Egypt > Belgium > New Zealand | H:Spain > Cape Verde > Saudi Arabia > Uruguay | I:France > Norway > Senegal > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:Panama > England > Croatia > Ghana
89,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/G/I/J/K,A:Mexico > South Korea > South Africa > Czech Republic | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Haiti > Morocco > Scotland | D:Paraguay > United States > Turkey > Australia | E:Germany > Ivory Coast > Curaçao > Ecuador | F:Japan > Netherlands > Sweden > Tunisia | G:Iran > Belgium > New Zealand > Egypt | H:Saudi Arabia > Spain > Cape Verde > Uruguay | I:France > Senegal > Iraq > Norway | J:Argentina > Jordan > Austria > Algeria | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:Croatia > England > Ghana > Panama
90,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/E/G/I/K/L,A:Mexico > South Korea > Czech Republic > South Africa | B:Canada > Bosnia and Herzegovina > Qatar > Switzerland | C:Scotland > Brazil > Morocco > Haiti | D:Australia > United States > Turkey > Paraguay | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Japan > Sweden > Netherlands > Tunisia | G:Iran > New Zealand > Belgium > Egypt | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Senegal > France > Norway > Iraq | J:Argentina > Jordan > Austria > Algeria | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Ghana > England > Croatia > Panama
91,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/F/G/H/L,A:South Korea > Mexico > Czech Republic > South Africa | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Scotland > Haiti > Morocco > Brazil | D:Turkey > United States > Australia > Paraguay | E:Ecuador > Curaçao > Germany > Ivory Coast | F:Japan > Netherlands > Tunisia > Sweden | G:Iran > Belgium > New Zealand > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Iraq > Senegal > France > Norway | J:Argentina > Algeria > Jordan > Austria | K:Uzbekistan > Portugal > Dem. Rep. of Congo > Colombia | L:England > Panama > Croatia > Ghana
92,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/G/H/I/L,A:South Korea > Czech Republic > South Africa > Mexico | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:Paraguay > Australia > Turkey > United States | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Netherlands > Japan > Sweden > Tunisia | G:Belgium > Iran > Egypt > New Zealand | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:France > Iraq > Senegal > Norway | J:Argentina > Austria > Jordan > Algeria | K:Portugal > Uzbekistan > Colombia > Dem. Rep. of Congo | L:England > Croatia > Panama > Ghana
93,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/E/G/H/J/K/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Haiti > Morocco > Brazil > Scotland | D:Paraguay > Turkey > Australia > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Sweden > Netherlands > Japan > Tunisia | G:New Zealand > Iran > Belgium > Egypt | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Iraq > Senegal > Norway > France | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:England > Ghana > Croatia > Panama
94,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/F/G/I/J/K/L,A:Czech Republic > Mexico > South Korea > South Africa | B:Switzerland > Bosnia and Herzegovina > Qatar > Canada | C:Scotland > Brazil > Haiti > Morocco | D:Australia > Turkey > Paraguay > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Tunisia > Netherlands > Japan > Sweden | G:Belgium > Egypt > Iran > New Zealand | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:France > Norway > Iraq > Senegal | J:Argentina > Jordan > Algeria > Austria | K:Colombia > Dem. Rep. of Congo > Uzbekistan > Portugal | L:England > Panama > Ghana > Croatia
95,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/E/F/G/I/J/L,A:South Korea > South Africa > Czech Republic > Mexico | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Haiti > Brazil > Scotland > Morocco | D:Paraguay > Turkey > United States > Australia | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Tunisia > Japan > Netherlands > Sweden | G:Belgium > New Zealand > Iran > Egypt | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:Iraq > Norway > France > Senegal | J:Jordan > Austria > Argentina > Algeria | K:Uzbekistan > Colombia > Dem. Rep. of Congo > Portugal | L:England > Panama > Croatia > Ghana
96,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/F/G/H/K/L,A:South Korea > Mexico > Czech Republic > South Africa | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:Paraguay > United States > Turkey > Australia | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Netherlands > Sweden > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Cape Verde > Uruguay > Spain > Saudi Arabia | I:France > Norway > Iraq > Senegal | J:Argentina > Austria > Jordan > Algeria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Panama > England > Croatia > Ghana
97,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/H/I/J/L,A:Czech Republic > South Africa > South Korea > Mexico | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Brazil > Haiti > Scotland > Morocco | D:Australia > Turkey > Paraguay > United States | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Netherlands > Japan > Tunisia > Sweden | G:Egypt > Iran > Belgium > New Zealand | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:France > Norway > Iraq > Senegal | J:Austria > Argentina > Jordan > Algeria | K:Uzbekistan > Portugal > Colombia > Dem. Rep. of Congo | L:England > Ghana > Croatia > Panama
98,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/G/J/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Morocco > Scotland > Brazil > Haiti | D:Paraguay > Turkey > Australia > United States | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Iran > Belgium > Egypt > New Zealand | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:Norway > France > Iraq > Senegal | J:Argentina > Austria > Jordan > Algeria | K:Portugal > Uzbekistan > Colombia > Dem. Rep. of Congo | L:Croatia > England > Ghana > Panama
99,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/F/G/J/L,A:South Korea > Mexico > South Africa > Czech Republic | B:Switzerland > Qatar > Bosnia and Herzegovina > Canada | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > Australia > United States > Paraguay | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > New Zealand > Iran > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:France > Norway > Senegal > Iraq | J:Algeria > Argentina > Austria > Jordan | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Panama > England > Croatia > Ghana
100,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/F/G/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Scotland > Morocco > Haiti > Brazil | D:Paraguay > Turkey > Australia > United States | E:Germany > Ecuador > Curaçao > Ivory Coast | F:Netherlands > Japan > Tunisia > Sweden | G:Belgium > New Zealand > Iran > Egypt | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Senegal > France > Norway > Iraq | J:Argentina > Jordan > Austria > Algeria | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:England > Panama > Croatia > Ghana
101,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/E/F/G/H/I/J,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Haiti > Morocco > Scotland | D:Paraguay > Australia > Turkey > United States | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Netherlands > Tunisia > Japan > Sweden | G:Belgium > Iran > New Zealand > Egypt | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Norway > Iraq > Senegal | J:Jordan > Austria > Algeria > Argentina | K:Portugal > Dem. Rep. of Congo > Uzbekistan > Colombia | L:Ghana > England > Croatia > Panama
102,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/G/H/I/K/L,A:Mexico > South Africa > Czech Republic > South Korea | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Haiti > Morocco > Scotland | D:Turkey > Paraguay > Australia > United States | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Japan > Sweden > Netherlands > Tunisia | G:Belgium > Egypt > Iran > New Zealand | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:France > Senegal > Norway > Iraq | J:Austria > Argentina > Jordan > Algeria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Croatia > Panama > Ghana > England
103,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/F/G/H/J/K/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Morocco > Scotland > Haiti > Brazil | D:Australia > Paraguay > Turkey > United States | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Netherlands > Sweden > Japan > Tunisia | G:Iran > Belgium > Egypt > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Senegal > France > Iraq > Norway | J:Austria > Argentina > Jordan > Algeria | K:Uzbekistan > Dem. Rep. of Congo > Colombia > Portugal | L:Panama > England > Croatia > Ghana
104,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/D/E/F/H/J/K/L,A:South Africa > South Korea > Mexico > Czech Republic | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Scotland > Brazil > Morocco > Haiti | D:Turkey > Paraguay > United States > Australia | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Japan > Netherlands > Sweden > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Senegal > France > Iraq > Norway | J:Argentina > Austria > Jordan > Algeria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Croatia > England > Panama > Ghana
105,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/F/H/I/J/K,A:Mexico > South Korea > South Africa > Czech Republic | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:United States > Turkey > Australia > Paraguay | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Netherlands > Sweden > Japan > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Saudi Arabia > Uruguay > Spain > Cape Verde | I:Norway > Iraq > France > Senegal | J:Argentina > Jordan > Austria > Algeria | K:Uzbekistan > Portugal > Colombia > Dem. Rep. of Congo | L:England > Croatia > Ghana > Panama
106,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/G/H/I/K,A:South Africa > Mexico > Czech Republic > South Korea | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Morocco > Scotland > Brazil > Haiti | D:Turkey > Paraguay > United States > Australia | E:Germany > Curaçao > Ecuador > Ivory Coast | F:Sweden > Netherlands > Japan > Tunisia | G:Iran > Egypt > Belgium > New Zealand | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:France > Iraq > Norway > Senegal | J:Austria > Argentina > Jordan > Algeria | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:Panama > England > Croatia > Ghana
107,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/F/G/I/J/K/L,A:South Korea > South Africa > Mexico > Czech Republic | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Brazil > Haiti > Scotland > Morocco | D:Australia > United States > Turkey > Paraguay | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Sweden > Netherlands > Japan > Tunisia | G:New Zealand > Belgium > Iran > Egypt | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:France > Iraq > Norway > Senegal | J:Argentina > Austria > Algeria > Jordan | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:Panama > Croatia > Ghana > England
108,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/H/I/L,A:Mexico > South Korea > Czech Republic > South Africa | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Morocco > Brazil > Scotland > Haiti | D:Paraguay > United States > Turkey > Australia | E:Curaçao > Germany > Ivory Coast > Ecuador | F:Japan > Tunisia > Sweden > Netherlands | G:Belgium > Iran > New Zealand > Egypt | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Norway > France > Senegal > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Croatia > Ghana > Panama > England
109,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/F/I/J/L,A:South Africa > Czech Republic > Mexico > South Korea | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Brazil > Morocco > Scotland > Haiti | D:Australia > Paraguay > Turkey > United States | E:Ivory Coast > Ecuador > Curaçao > Germany | F:Sweden > Netherlands > Japan > Tunisia | G:Belgium > New Zealand > Iran > Egypt | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Norway > Iraq > Senegal > France | J:Argentina > Austria > Jordan > Algeria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Croatia > Panama > Ghana > England
110,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/F/G/H/I/J/L,A:Czech Republic > South Korea > Mexico > South Africa | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Morocco > Brazil > Haiti > Scotland | D:Turkey > United States > Paraguay > Australia | E:Ecuador > Curaçao > Germany > Ivory Coast | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > New Zealand > Iran > Egypt | H:Cape Verde > Uruguay > Spain > Saudi Arabia | I:France > Norway > Iraq > Senegal | J:Argentina > Jordan > Austria > Algeria | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:England > Panama > Croatia > Ghana
111,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/F/G/H/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:United States > Turkey > Australia > Paraguay | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Netherlands > Japan > Tunisia > Sweden | G:Belgium > Egypt > Iran > New Zealand | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Senegal > France > Norway > Iraq | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:England > Ghana > Croatia > Panama
112,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/D/E/F/G/H/K/L,A:South Africa > Mexico > South Korea > Czech Republic | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Brazil > Scotland > Haiti > Morocco | D:Australia > United States > Paraguay > Turkey | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Sweden > Tunisia > Netherlands > Japan | G:Egypt > New Zealand > Iran > Belgium | H:Saudi Arabia > Spain > Cape Verde > Uruguay | I:Senegal > Norway > France > Iraq | J:Jordan > Argentina > Algeria > Austria | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:England > Croatia > Ghana > Panama
113,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/F/G/H/L,A:South Korea > Czech Republic > Mexico > South Africa | B:Switzerland > Qatar > Canada > Bosnia and Herzegovina | C:Morocco > Brazil > Haiti > Scotland | D:Paraguay > Turkey > Australia > United States | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Japan > Netherlands > Sweden > Tunisia | G:New Zealand > Egypt > Iran > Belgium | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:France > Senegal > Norway > Iraq | J:Austria > Argentina > Algeria > Jordan | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:England > Croatia > Panama > Ghana
114,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/G/K/L,A:Czech Republic > Mexico > South Africa > South Korea | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Australia > Paraguay > Turkey > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Japan > Tunisia > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Norway > Iraq > Senegal > France | J:Jordan > Austria > Algeria > Argentina | K:Dem. Rep. of Congo > Portugal > Uzbekistan > Colombia | L:England > Croatia > Panama > Ghana
115,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/E/F/G/H/I/J/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Haiti > Brazil > Morocco > Scotland | D:Turkey > United States > Paraguay > Australia | E:Ecuador > Curaçao > Ivory Coast > Germany | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > Iran > New Zealand > Egypt | H:Cape Verde > Spain > Uruguay > Saudi Arabia | I:France > Iraq > Norway > Senegal | J:Algeria > Austria > Jordan > Argentina | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Croatia > England > Ghana > Panama
116,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/F/I/J,A:South Africa > Mexico > South Korea > Czech Republic | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Morocco > Scotland > Brazil > Haiti | D:Paraguay > Turkey > United States > Australia | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Netherlands > Japan > Sweden > Tunisia | G:Belgium > Egypt > New Zealand > Iran | H:Cape Verde > Saudi Arabia > Spain > Uruguay | I:Senegal > Norway > Iraq > France | J:Argentina > Jordan > Austria > Algeria | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:England > Croatia > Ghana > Panama
117,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/F/G/H/I/J/K,A:South Africa > Mexico > South Korea > Czech Republic | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Haiti > Brazil > Scotland > Morocco | D:United States > Paraguay > Turkey > Australia | E:Ivory Coast > Curaçao > Ecuador > Germany | F:Sweden > Netherlands > Japan > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Spain > Cape Verde > Saudi Arabia > Uruguay | I:Norway > France > Iraq > Senegal | J:Argentina > Austria > Algeria > Jordan | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:Ghana > Croatia > Panama > England
118,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/F/I/J,A:South Korea > Czech Republic > Mexico > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Haiti > Morocco > Scotland | D:Turkey > Paraguay > United States > Australia | E:Ivory Coast > Ecuador > Germany > Curaçao | F:Japan > Sweden > Netherlands > Tunisia | G:Belgium > Egypt > Iran > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:France > Iraq > Senegal > Norway | J:Austria > Algeria > Argentina > Jordan | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Panama > England > Ghana > Croatia
119,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/F/G/H/J/K/L,A:Czech Republic > South Korea > Mexico > South Africa | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Haiti > Morocco > Scotland > Brazil | D:United States > Australia > Turkey > Paraguay | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Sweden > Tunisia > Netherlands | G:New Zealand > Belgium > Egypt > Iran | H:Cape Verde > Spain > Uruguay > Saudi Arabia | I:Senegal > Iraq > France > Norway | J:Jordan > Algeria > Austria > Argentina | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:Croatia > England > Ghana > Panama
120,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/E/G/H/J/L,A:South Korea > Czech Republic > Mexico > South Africa | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Brazil > Morocco > Scotland > Haiti | D:Paraguay > Australia > United States > Turkey | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Netherlands > Japan > Tunisia > Sweden | G:New Zealand > Belgium > Egypt > Iran | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:France > Senegal > Norway > Iraq | J:Argentina > Algeria > Austria > Jordan | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:Croatia > Panama > England > Ghana
